time,open,high,low,close,EMA,Volume,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label,ADX
1651438800,1896.99,1909.82,1786.785,1837.47,1659.537905,8419154,51.98653879,55.40014239,NaN,NaN,NaN,NaN,NaN,NaN,38.9901397
1654030800,1837.47,1879.13,1802.775,1807.33,1665.333673,4601387,48.64231035,55.02483909,NaN,NaN,NaN,NaN,NaN,NaN,34.17326637
1656622800,1807.33,1814.375,1680.935,1766.26,1669.291569,2152273,44.27606601,53.65759429,NaN,NaN,NaN,NaN,NaN,NaN,33.53424657
1659301200,1766.26,1807.96,1709.675,1711.04,1670.928762,2039515,38.98315011,52.77395011,NaN,NaN,NaN,NaN,NaN,NaN,33.02303072
1661979600,1711.04,1735.18,1614.925,1660.95,1670.537438,2413550,34.74457292,51.36419656,NaN,NaN,NaN,NaN,NaN,NaN,37.12385854
1664744400,1660.95,1729.59,1617.28,1633.69,1669.09244,2297082,32.57602699,49.80202288,NaN,NaN,32.57602699,NaN,NaN,NaN,40.4045208
1667250000,1633.69,1786.545,1616.675,1768.235,1672.980384,1700061,49.92865149,49.85051956,NaN,NaN,NaN,NaN,NaN,NaN,35.81953691
1669845600,1768.235,1833.445,1765.91,1823.79,1678.894487,1270111,55.27557209,50.10905108,NaN,NaN,NaN,NaN,NaN,NaN,29.73295255
1672610400,1823.79,1949.26,1823.79,1928.235,1688.672546,1361208,63.51575473,51.01990703,NaN,NaN,NaN,NaN,NaN,NaN,31.9656392
1675202400,1928.235,1959.77,1804.685,1826.67,1694.084211,1254812,52.86114491,50.78939009,NaN,NaN,NaN,NaN,NaN,NaN,31.72763128
1677621600,1826.67,2009.85,1809.425,1969.31,1704.877379,1647524,62.73716133,51.53020887,NaN,NaN,NaN,NaN,NaN,NaN,34.17498709
1680469200,1969.31,2048.77,1949.81,1989.535,1716.040423,1226387,63.94220198,51.64344407,NaN,NaN,NaN,NaN,63.94220198,NaN,37.88316321
1682888400,1989.535,2067,1932.11,1962.615,1725.710014,1929073,60.98884971,51.39853945,NaN,NaN,NaN,NaN,NaN,NaN,41.64199652
1685566800,1962.615,1983.505,1893.07,1919.525,1733.310602,1381072,56.30574037,51.19741013,NaN,NaN,NaN,NaN,NaN,NaN,38.90879997
1688331600,1919.525,1987.53,1902.745,1965.615,1742.420578,2552154,60.00155126,51.76991102,NaN,NaN,NaN,NaN,NaN,NaN,37.05446991
1690837200,1965.615,1966.015,1884.885,1939.855,1750.163105,2989620,56.97160131,52.36486037,NaN,NaN,NaN,NaN,NaN,NaN,32.63042555
1693515600,1939.855,1953.055,1846.335,1848.82,1754.032002,2492246,47.44608693,52.59129044,NaN,NaN,47.44608693,NaN,NaN,NaN,28.50343194
1696194000,1848.82,2009.565,1810.465,1983.9,1763.046434,3277582,58.91347685,54.0148852,NaN,NaN,NaN,NaN,NaN,NaN,27.13172286
1698786000,1983.9,2052.06,1931.685,2036.165,1773.756966,2683314,62.47737407,55.99579957,NaN,NaN,NaN,NaN,NaN,NaN,29.48479556
1701381600,2036.165,2148.99,1973.09,2062.97,1785.098653,3173498,64.26578535,58.25935374,NaN,NaN,NaN,NaN,NaN,NaN,36.08032182
1704060000,2062.97,2078.975,2001.895,2039.155,1795.061647,3256281,61.34345245,59.07469667,NaN,NaN,NaN,NaN,NaN,NaN,41.35674282
1706738400,2039.155,2065.53,1984.305,2044.29,1804.835308,2405633,61.76519856,59.53824141,NaN,NaN,NaN,NaN,NaN,NaN,42.37491783
1709244000,2044.29,2236.33,2039.11,2233.12,1821.630786,2860223,73.65565452,60.26251997,NaN,NaN,NaN,NaN,NaN,NaN,49.02370597
1711918800,2233.12,2431.59,2228.54,2286.21,1839.849579,5313291,76.0149115,61.91636044,NaN,NaN,NaN,NaN,NaN,NaN,56.47707011
1714510800,2286.21,2450.125,2277.345,2327.2,1858.96136,4547896,77.74597916,62.98841886,NaN,NaN,NaN,NaN,NaN,NaN,62.5751335
1717362000,2327.2,2387.785,2286.83,2314.215,1876.814444,1518132,75.80373267,63.83567105,NaN,NaN,NaN,NaN,NaN,NaN,67.45358421
